No,Activated,Brand,Ti,Al,Zr,Mo,V,Ta,Nb,Cr,Fe,Sn,Sys,FirstAppearinLine,CompNum,Produce_Lab,Produce_Factory,InitStat,Deform,DeformTemp_C,DeformRate,HT1,HT1Temp_C,HT1Time_h,Cool1,HT2,HT2Temp_C,HT2Time_h,Cool2,YM,HV,UTS,YS,El,均匀延伸率 (%),断面收缩率(%),断裂韧性KIC（MPa.m12）,应力腐蚀断裂韧性KISCC（MPa·m12）,夏比冲击吸收功KU2（J）,夏比冲击韧性值aku2（Jcm2）,夏比冲击吸收功KV2（J）,夏比冲击韧性值akV2（Jcm2）,（其他）,reference_id (文献数据标记doi；实验数据标记人员姓名),文献名称,文献序号,汇总信息人员姓名,序号,核对人员姓名,备注
132,0,,88.05,6.5,1.9,3.3,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,26.5,,,,Microstructure and mechanical properties of friction welds of an α+β titanium alloy,34,常海峰,132,,无可用性能
133,0,,88.05,6.5,1.9,3.3,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,0,0,0,0,0,0,1,530,6,2,0,0,0,0,,,,,,,,,,,,19,,,,Microstructure and mechanical properties of friction welds of an α+β titanium alloy,34,常海峰,133,,无可用性能
134,0,,88.05,6.5,1.9,3.3,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,0,0,0,0,0,0,1,700,6,2,0,0,0,0,,,,,,,,,,,,7,,,,Microstructure and mechanical properties of friction welds of an α+β titanium alloy,34,常海峰,134,,无可用性能
135,0,,88.05,6.5,1.9,3.3,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,0,0,0,0,0,0,1,960,1,2,0,0,0,0,,,,,,,,,,,,24.5,,,,Microstructure and mechanical properties of friction welds of an α+β titanium alloy,34,常海峰,135,,无可用性能
136,0,,88.05,6.5,1.9,3.3,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,0,0,0,0,0,0,1,960,1,1,0,0,0,0,,,,,,,,,,,,9.5,,,,Microstructure and mechanical properties of friction welds of an α+β titanium alloy,34,常海峰,136,,无可用性能
137,0,,88.05,6.5,1.9,3.3,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,0,0,0,0,0,0,1,960,24,2,0,0,0,0,,,,,,,,,,,,17.5,,,,Microstructure and mechanical properties of friction welds of an α+β titanium alloy,34,常海峰,137,,无可用性能
266,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,940,1,2,1,530,6,2,,,,,17.6733,,,,,,,,,,,收集于西工大硕博论文，未公开,266,袁睿豪,266,,
267,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,940,1,1,1,530,6,2,,,,,7.18183,,,,,,,,,,,收集于西工大硕博论文，未公开,267,袁睿豪,267,,
268,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,960,1,2,1,530,6,2,,,,,15.3503,,,,,,,,,,,收集于西工大硕博论文，未公开,268,袁睿豪,268,,
275,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,960,1,2,1,530,6,2,,,,,15.9556,,,,,,,,,,,收集于西工大硕博论文，未公开,275,袁睿豪,275,,
269,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,960,1,1,1,530,6,2,,,,,6.68804,,,,,,,,,,,收集于西工大硕博论文，未公开,269,袁睿豪,269,,
270,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,980,1,2,1,530,6,2,,,,,15.8582,,,,,,,,,,,收集于西工大硕博论文，未公开,270,袁睿豪,270,,
272,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,960,1,2,1,530,1,2,,,,,16.3396,,,,,,,,,,,收集于西工大硕博论文，未公开,272,袁睿豪,272,,
273,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,960,1,2,1,530,2,2,,,,,18.302,,,,,,,,,,,收集于西工大硕博论文，未公开,273,袁睿豪,273,,
274,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,960,1,2,1,530,4,2,,,,,16.6809,,,,,,,,,,,收集于西工大硕博论文，未公开,274,袁睿豪,274,,
276,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,960,1,2,1,530,12,2,,,,,15.4863,,,,,,,,,,,收集于西工大硕博论文，未公开,276,袁睿豪,276,,
277,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,960,1,2,1,530,24,2,,,,,16.3823,,,,,,,,,,,收集于西工大硕博论文，未公开,277,袁睿豪,277,,
279,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,980,1,1,1,700,6,2,,,1217,1046,10.6565,,,,,,,,,,,收集于西工大硕博论文，未公开,279,袁睿豪,279,,
280,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,980,1,1,1,750,6,2,,,1095,1034,13.5304,,,,,,,,,,,收集于西工大硕博论文，未公开,280,袁睿豪,280,,
281,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,980,1,1,1,800,6,2,,,1008,937,15.6422,,,,,,,,,,,收集于西工大硕博论文，未公开,281,袁睿豪,281,,
282,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,990,1,1,0,0,0,0,,,,,14.7473,,,,,,,,,,,收集于西工大硕博论文，未公开,282,袁睿豪,282,,
283,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,990,1,1,0,0,0,0,,,,,16.3624,,,,,,,,,,,收集于西工大硕博论文，未公开,283,袁睿豪,283,,
284,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,990,1,1,0,0,0,0,,,,,17.0229,,,,,,,,,,,收集于西工大硕博论文，未公开,284,袁睿豪,284,,
285,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,970,1,1,0,0,0,0,,,,,15.6948,,,,,,,,,,,收集于西工大硕博论文，未公开,285,袁睿豪,285,,
286,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,970,1,1,0,0,0,0,,,,,16.7644,,,,,,,,,,,收集于西工大硕博论文，未公开,286,袁睿豪,286,,
287,1,,88.2,6.5,1.5,3.5,0,0,0,0,0,0,Ti-Al-Zr-Mo,684,4,1,0,1,0,0,0,1,970,1,1,0,0,0,0,,,,,17.3554,,,,,,,,,,,收集于西工大硕博论文，未公开,287,袁睿豪,287,,
73,0,,88.055,5.87,0,0,4.77,0,0.56,0,0,0,Ti-Al-V-Nb,716,4,0,0,0,0,0,0,1,700,1,2,0,0,0,0,,,,,,,,,,,,,,,,Effect of annealing temperature on the microstructures and impact toughness of Ti-6Al-4V-0.5Ni-0.5Nb titanium alloy plates,15,常海峰,73,,无可用性能
74,0,,88.055,5.87,0,0,4.77,0,0.56,0,0,0,Ti-Al-V-Nb,716,4,0,0,0,0,0,0,1,800,1,2,0,0,0,0,,,,,,,,,,,,,,,,Effect of annealing temperature on the microstructures and impact toughness of Ti-6Al-4V-0.5Ni-0.5Nb titanium alloy plates,15,常海峰,74,,无可用性能
75,0,,88.055,5.87,0,0,4.77,0,0.56,0,0,0,Ti-Al-V-Nb,716,4,0,0,0,0,0,0,1,900,1,2,0,0,0,0,,,,,,,,,,,,,,,,Effect of annealing temperature on the microstructures and impact toughness of Ti-6Al-4V-0.5Ni-0.5Nb titanium alloy plates,15,常海峰,75,,无可用性能
76,0,,88.055,5.87,0,0,4.77,0,0.56,0,0,0,Ti-Al-V-Nb,716,4,0,0,0,0,0,0,1,1000,1,2,0,0,0,0,,,,,,,,,,,,,,,,Effect of annealing temperature on the microstructures and impact toughness of Ti-6Al-4V-0.5Ni-0.5Nb titanium alloy plates,15,常海峰,76,,无可用性能
153,0,,89,6,0,0,4,0,0.5,0,0,0,Ti-Al-V-Nb,716,4,0,0,3,1,1,920,0,0,0,0,0,0,0,0,,,975,955,17,,,,,,,,72,,,Effect of annealing temperature on microstructures and mechanical properties of a hot-rolled Ti-6Al-4V-0.5Ni-0.5Nb alloy for offshore applications,40,常海峰,153,张闫,Deform极端
154,0,,89,6,0,0,4,0,0.5,0,0,0,Ti-Al-V-Nb,716,4,0,0,3,1,1,920,1,750,1,2,0,0,0,0,,,932,905,17.5,,,,,,,,,,,Effect of annealing temperature on microstructures and mechanical properties of a hot-rolled Ti-6Al-4V-0.5Ni-0.5Nb alloy for offshore applications,40,常海峰,154,张闫,Deform极端
155,0,,89,6,0,0,4,0,0.5,0,0,0,Ti-Al-V-Nb,716,4,0,0,3,1,1,920,1,800,1,2,0,0,0,0,,,960,913,18.3,,,,,,,,,,,Effect of annealing temperature on microstructures and mechanical properties of a hot-rolled Ti-6Al-4V-0.5Ni-0.5Nb alloy for offshore applications,40,常海峰,155,张闫,Deform极端
156,0,,89,6,0,0,4,0,0.5,0,0,0,Ti-Al-V-Nb,716,4,0,0,3,1,1,920,1,850,1,2,0,0,0,0,,,948,900,17,,,,,,,,,,,Effect of annealing temperature on microstructures and mechanical properties of a hot-rolled Ti-6Al-4V-0.5Ni-0.5Nb alloy for offshore applications,40,常海峰,156,张闫,Deform极端
157,0,,89,6,0,0,4,0,0.5,0,0,0,Ti-Al-V-Nb,716,4,0,0,3,1,1,920,1,900,1,2,0,0,0,0,,,950,900,18,,,,,,,,140,,,Effect of annealing temperature on microstructures and mechanical properties of a hot-rolled Ti-6Al-4V-0.5Ni-0.5Nb alloy for offshore applications,40,常海峰,157,张闫,Deform极端
158,0,,89,6,0,0,4,0,0.5,0,0,0,Ti-Al-V-Nb,716,4,0,0,3,1,1,1020,0,0,0,0,0,0,0,0,,,1027,995,18,,,,,,,,55,,,Effect of annealing temperature on microstructures and mechanical properties of a hot-rolled Ti-6Al-4V-0.5Ni-0.5Nb alloy for offshore applications,40,常海峰,158,张闫,Deform极端
159,0,,89,6,0,0,4,0,0.5,0,0,0,Ti-Al-V-Nb,716,4,0,0,3,1,1,1020,1,750,1,2,0,0,0,0,,,1005,964,15.8,,,,,,,,,,,Effect of annealing temperature on microstructures and mechanical properties of a hot-rolled Ti-6Al-4V-0.5Ni-0.5Nb alloy for offshore applications,40,常海峰,159,张闫,Deform极端
160,0,,89,6,0,0,4,0,0.5,0,0,0,Ti-Al-V-Nb,716,4,0,0,3,1,1,1020,1,800,1,2,0,0,0,0,,,987,950,16.7,,,,,,,,,,,Effect of annealing temperature on microstructures and mechanical properties of a hot-rolled Ti-6Al-4V-0.5Ni-0.5Nb alloy for offshore applications,40,常海峰,160,张闫,Deform极端
161,0,,89,6,0,0,4,0,0.5,0,0,0,Ti-Al-V-Nb,716,4,0,0,3,1,1,1020,1,850,1,2,0,0,0,0,,,983,940,17,,,,,,,,,,,Effect of annealing temperature on microstructures and mechanical properties of a hot-rolled Ti-6Al-4V-0.5Ni-0.5Nb alloy for offshore applications,40,常海峰,161,张闫,Deform极端
162,0,,89,6,0,0,4,0,0.5,0,0,0,Ti-Al-V-Nb,716,4,0,0,3,1,1,1020,1,900,1,2,0,0,0,0,,,967,927,17,,,,,,,,100,,,Effect of annealing temperature on microstructures and mechanical properties of a hot-rolled Ti-6Al-4V-0.5Ni-0.5Nb alloy for offshore applications,40,常海峰,162,张闫,Deform极端
79,1,,86.19,4.7,0,6.26,0,0,0,2.85,0,0,Ti-Al-Mo-Cr,730,4,0,1,2,0,0,0,1,890,0.5,1,1,760,0.5,1,,,993.4,370.3,21.8,,,,,,,8.7,,,,Charpy impact behaviors of metastable β-Ti alloys: Transformation induce plasticity versus twining induce plasticity,17,常海峰,Charpy impact behaviors of metastable β-Ti alloys: Transformation induce plasticity versus twining induce plasticity,张闫,
83,1,,86.19,4.7,0,6.26,0,0,0,2.85,0,0,Ti-Al-Mo-Cr,730,4,0,1,2,0,0,0,1,890,0.5,1,0,0,0,0,,,1145.4,343,20.5,,,,,,,10.3,,,,Comparative research on Charpy impact behaviors of a novel TRIP Ti alloy with single β and α + β dual phase,19,常海峰,Comparative research on Charpy impact behaviors of a novel TRIP Ti alloy with single β and α + β dual phase,张闫,
84,1,,86.19,4.7,0,6.26,0,0,0,2.85,0,0,Ti-Al-Mo-Cr,730,4,0,1,2,0,0,0,1,780,0.5,1,0,0,0,0,,,1085.7,937,19.5,,,,,,,17.6,,,,Comparative research on Charpy impact behaviors of a novel TRIP Ti alloy with single β and α + β dual phase,19,常海峰,Comparative research on Charpy impact behaviors of a novel TRIP Ti alloy with single β and α + β dual phase,张闫,
447,1,,74.63,0,0,0,0,0,16.22,2.15,7,0,Ti-Nb-Cr-Fe,733,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,99,,,1097,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,447,袁睿豪,447,,
448,1,,72.44,0,0,0,0,0,16.25,4.3,7.01,0,Ti-Nb-Cr-Fe,733,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,81,,,947,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,448,袁睿豪,448,,
449,1,,70.23,0,0,0,0,0,16.28,6.47,7.02,0,Ti-Nb-Cr-Fe,733,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,77,,,922,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,449,袁睿豪,449,,
450,1,,68.01,0,0,0,0,0,16.31,8.64,7.04,0,Ti-Nb-Cr-Fe,733,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,72,,,941,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,450,袁睿豪,450,,
67,1,,79.1,3,0,15,0,0,2.7,0,0,0,Ti-Al-Mo-Nb,737,4,1,0,1,0,0,0,1,850,0.583333333,1,1,520,8,2,,,1307.35,1183.64,6.54141,,,,,,,,,,,收集于西工大硕博论文，未公开,67,袁睿豪,67,,
68,1,,79.1,3,0,15,0,0,2.7,0,0,0,Ti-Al-Mo-Nb,737,4,1,0,1,0,0,0,1,900,0.583333333,1,1,520,8,2,,,1309.09,1216.29,6.0193,,,,,,,,,,,收集于西工大硕博论文，未公开,68,袁睿豪,68,,
69,1,,79.1,3,0,15,0,0,2.7,0,0,0,Ti-Al-Mo-Nb,737,4,1,0,1,0,0,0,1,950,0.583333333,1,1,520,8,2,,,1303.39,1210.61,6.51291,,,,,,,,,,,收集于西工大硕博论文，未公开,69,袁睿豪,69,,
70,1,,79.1,3,0,15,0,0,2.7,0,0,0,Ti-Al-Mo-Nb,737,4,1,0,1,0,0,0,1,750,0.583333333,1,1,420,8,2,,,1078.21,957.377,10.9091,,,,,,,,,,,收集于西工大硕博论文，未公开,70,袁睿豪,70,,
71,1,,79.1,3,0,15,0,0,2.7,0,0,0,Ti-Al-Mo-Nb,737,4,1,0,1,0,0,0,1,750,0.583333333,1,1,470,8,2,,,1143,987.794,7.31405,,,,,,,,,,,收集于西工大硕博论文，未公开,71,袁睿豪,71,,
73,1,,79.1,3,0,15,0,0,2.7,0,0,0,Ti-Al-Mo-Nb,737,4,1,0,1,0,0,0,1,750,0.583333333,1,1,570,8,2,,,1174.67,1054.88,6.69421,,,,,,,,,,,收集于西工大硕博论文，未公开,73,袁睿豪,73,,
74,1,,79.1,3,0,15,0,0,2.7,0,0,0,Ti-Al-Mo-Nb,737,4,1,0,1,0,0,0,1,750,0.583333333,1,1,620,8,2,,,901.964,885.294,14.5041,,,,,,,,,,,收集于西工大硕博论文，未公开,74,袁睿豪,74,,
75,1,,79.1,3,0,15,0,0,2.7,0,0,0,Ti-Al-Mo-Nb,737,4,1,0,1,0,0,0,1,855,0.583333333,1,1,520,4,2,,,1218.86,1137.6,6.19792,,,,,,,,,,,收集于西工大硕博论文，未公开,75,袁睿豪,75,,
76,1,,79.1,3,0,15,0,0,2.7,0,0,0,Ti-Al-Mo-Nb,737,4,1,0,1,0,0,0,1,855,0.583333333,1,1,520,6,2,,,1258.64,1172.19,6.48958,,,,,,,,,,,收集于西工大硕博论文，未公开,76,袁睿豪,76,,
77,1,,79.1,3,0,15,0,0,2.7,0,0,0,Ti-Al-Mo-Nb,737,4,1,0,1,0,0,0,1,855,0.583333333,1,1,520,8,2,,,1311.98,1185.94,6.19792,,,,,,,,,,,收集于西工大硕博论文，未公开,77,袁睿豪,77,,
78,1,,79.1,3,0,15,0,0,2.7,0,0,0,Ti-Al-Mo-Nb,737,4,1,0,1,0,0,0,1,855,0.583333333,1,1,520,10,2,,,1263.23,1181.98,6.78125,,,,,,,,,,,收集于西工大硕博论文，未公开,78,袁睿豪,78,,
79,1,,79.1,3,0,15,0,0,2.7,0,0,0,Ti-Al-Mo-Nb,737,4,1,0,1,0,0,0,1,855,0.583333333,1,1,520,12,2,,,1275.94,1193.65,5.25,,,,,,,,,,,收集于西工大硕博论文，未公开,79,袁睿豪,79,,
92,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,800,0,1,780,1,2,1,560,6,2,,,1126.59,1070.49,18.5685,,,,,,,,,,,收集于西工大硕博论文，未公开,92,袁睿豪,92,,
93,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,800,0,1,780,1,2,1,560,6,2,,,1160.2,1131.97,17.6045,,,,,,,,,,,收集于西工大硕博论文，未公开,93,袁睿豪,93,,
94,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,800,0,1,780,1,2,1,560,6,2,,,1098.76,1066.39,18.0625,,,,,,,,,,,收集于西工大硕博论文，未公开,94,袁睿豪,94,,
95,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,830,0,1,780,1,2,1,560,6,2,,,1180.3,1110.11,15.9626,,,,,,,,,,,收集于西工大硕博论文，未公开,95,袁睿豪,95,,
96,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,830,0,1,780,1,2,1,560,6,2,,,1178.1,1145.63,13.6577,,,,,,,,,,,收集于西工大硕博论文，未公开,96,袁睿豪,96,,
97,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,830,0,1,780,1,2,1,560,6,2,,,1188.3,1144.26,11.9832,,,,,,,,,,,收集于西工大硕博论文，未公开,97,袁睿豪,97,,
98,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,860,0,1,780,1,2,1,560,6,2,,,1172.04,1122.4,17.9375,,,,,,,,,,,收集于西工大硕博论文，未公开,98,袁睿豪,98,,
99,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,860,0,1,780,1,2,1,560,6,2,,,1173.96,1136.07,15.3943,,,,,,,,,,,收集于西工大硕博论文，未公开,99,袁睿豪,99,,
100,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,860,0,1,780,1,2,1,560,6,2,,,1173.14,1133.33,12.5359,,,,,,,,,,,收集于西工大硕博论文，未公开,100,袁睿豪,100,,
101,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,890,0,1,780,1,2,1,560,6,2,,,1161.02,1114.21,17.0685,,,,,,,,,,,收集于西工大硕博论文，未公开,101,袁睿豪,101,,
102,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,890,0,1,780,1,2,1,560,6,2,,,1162.64,1125.14,10.4205,,,,,,,,,,,收集于西工大硕博论文，未公开,102,袁睿豪,102,,
103,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,890,0,1,780,1,2,1,560,6,2,,,1153.3,1108.74,14.7467,,,,,,,,,,,收集于西工大硕博论文，未公开,103,袁睿豪,103,,
104,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,920,0,1,780,1,2,1,560,6,2,,,1130.72,1062.3,13.8316,,,,,,,,,,,收集于西工大硕博论文，未公开,104,袁睿豪,104,,
105,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,920,0,1,780,1,2,1,560,6,2,,,1172.59,1103.16,9.55273,,,,,,,,,,,收集于西工大硕博论文，未公开,105,袁睿豪,105,,
106,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,920,0,1,780,1,2,1,560,6,2,,,1167.63,1086.96,10.0095,,,,,,,,,,,收集于西工大硕博论文，未公开,106,袁睿豪,106,,
107,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,950,0,1,780,1,2,1,560,6,2,,,1147.24,1090.98,12.0158,,,,,,,,,,,收集于西工大硕博论文，未公开,107,袁睿豪,107,,
108,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,3,1,950,0,1,780,1,2,1,560,6,2,,,1186.37,1126.51,12.0775,,,,,,,,,,,收集于西工大硕博论文，未公开,108,袁睿豪,108,,
109,1,,86.63,5,0,6.65,0,0,0,0,1.62,0,Ti-Al-Mo-Fe,749,4,1,0,1,1,950,0,1,780,1,2,1,560,6,2,,,1188.29,1129.55,12.1405,,,,,,,,,,,收集于西工大硕博论文，未公开,109,袁睿豪,109,,
331,1,,77.91,0,6.17,0,0,0,13.58,0,2.34,0,Ti-Zr-Nb-Fe,767,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,79,,,782,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,331,袁睿豪,331,,
332,1,,75.75,0,6.37,0,0,0,16.32,0,1.56,0,Ti-Zr-Nb-Fe,767,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,78,,,735,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,332,袁睿豪,332,,
333,1,,72.98,0,6.64,0,0,0,18.99,0,1.38,0,Ti-Zr-Nb-Fe,767,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,77,,,672,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,333,袁睿豪,333,,
334,1,,86.22,0,4.1,0,0,0,6.18,0,3.49,0,Ti-Zr-Nb-Fe,767,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,90,,,1011,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,334,袁睿豪,334,,
336,1,,79.74,0,6.19,0,0,0,11.37,0,2.7,0,Ti-Zr-Nb-Fe,767,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,69,,,1027,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,336,袁睿豪,336,,
359,1,,72.36,0,8.68,0,0,0,18.39,0,0.57,0,Ti-Zr-Nb-Fe,767,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,58,,,780,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,359,袁睿豪,359,,
360,1,,81.42,0,11.6,0,0,0,5.99,0,1,0,Ti-Zr-Nb-Fe,767,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,59,,,553,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,360,袁睿豪,360,,
361,1,,74.48,0,4,0,0,0,20.04,0,1.47,0,Ti-Zr-Nb-Fe,767,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,62,,,1038,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,361,袁睿豪,361,,
404,1,,65.86,0,17.39,0,0,0,16.64,0,0.1,0,Ti-Zr-Nb-Fe,767,4,1,0,2,0,0,0,0,0,0,2,0,0,0,0,70,,,480,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,404,袁睿豪,404,,
500,1,,71.93,0,5,0,0,0,22.1,0,0.97,0,Ti-Zr-Nb-Fe,767,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,49,,,552,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,500,袁睿豪,500,,
385,1,,83.05,0,0,2.47,0,4.26,10.22,0,0,0,Ti-Mo-Ta-Nb,777,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,50,,,557,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,385,袁睿豪,385,,
387,1,,72.6,0,0,2.68,0,4.62,20.09,0,0,0,Ti-Mo-Ta-Nb,777,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,53,,,599,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,387,袁睿豪,387,,
185,1,,72.6,0,0,2.68,0,4.63,20.09,0,0,0,Ti-Mo-Ta-Nb,777,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,,,,,,,,,,,,,,,,,万鑫泉,,,
388,1,,74.48,0,0,0,0,4.57,19.87,0,0,1.07,Ti-Ta-Nb-Sn,780,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,48,,,432,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,388,袁睿豪,388,,
389,1,,72.52,0,0,0,0,4.67,20.29,0,0,2.52,Ti-Ta-Nb-Sn,780,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,55,,,367,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,389,袁睿豪,389,,
390,1,,71.43,0,0,0,0,4.72,20.52,0,0,3.32,Ti-Ta-Nb-Sn,780,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,69,,,501,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,390,袁睿豪,390,,
187,1,,74.48,0,0,0,0,4.58,19.87,0,0,1.07,Ti-Ta-Nb-Sn,780,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69,,,,,,,,,,,,,,,,,万鑫泉,,,
440,1,,74.05,0,20.68,0,0,0,0,2.2,3.07,0,Ti-Zr-Cr-Fe,784,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,140,,,1049,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,440,袁睿豪,440,,
